code	producer_version_id	lc	product_name_de	product_name_en	product_name_fr	product_name_it	generic_name_de	generic_name_en	generic_name_fr	generic_name_nl	quantity	serving_size	packaging	packaging_tags	packaging_text_de	packaging_text_en	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_de	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	calcium_value	calcium_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	conservation_conditions_fr	preparation_fr	customer_service_fr	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:partyName	data_sources
4014400925319		en	Caramel popcorn	Caramel popcorn							140 g	140g	Plastic	en:plastic			Werther's Original	werther-s-original		Snacks, Sweet snacks, Popcorn, Popcorn with caramel, Sugared popcorn	en:snacks,en:sweet-snacks,en:popcorn,en:popcorn-with-caramel,en:sugared-popcorn	Made in Germany, With Sunflower oil	en:made-in-germany,en:with-sunflower-oil	Austria, France, Germany, Switzerland	en:austria,en:france,en:germany,en:switzerland	REWE	rewe	0									"Zucker, Mais, Glukosesirup, _Butterreinfett_, _Sahne_ 6,7%, kondensierte _Süßmolke_, _Butter_, Salz, Rohrzuckersirup, Sonnenblumenöl, Emulgator Lecithine (_Soja_), Aroma,"	sugar, corn, glucose syrup, butterfat, cream 6,7%, condensed sweet whey, butter, salt, cane sugar syrup, sunflower oil, emulsifier lecithins (soy), aroma,				Milk, Soybeans	en:milk,en:soybeans	Gluten, Nuts	en:gluten,en:nuts		100g	100g	1914	kJ	456	kcal	16.1	g	10.2	g	72.9	g	53.2	g			2.9	g	1.3	g	0.52	g			1914	kJ																													4	en:4-ultra-processed-food-and-drink-products	e	30	b	63		9232	-5	-10	1	0												App - yuka, Apps, App - InFood, App - Open Food Facts
4061462285172		de	Popcorn		Popcorn						3pcs		fr:Film en plastique	fr:film-en-plastique			Sun Snacks	sun-snacks		Imbiss, Popcorn	en:snacks,en:popcorn			Deutschland	en:germany			0									Maiskörner (69,30 %), Zucker (15,75 %), Sonnenblumenöl, Dextrose, Emulgator: Mono - und Diglyceride von Speisefettsäuren; natürliches Aroma	"o popcorn-mais für die zubereitung in der mikrowelle, süß zutaten: maiskörner (69,30 %), zucker (15,75 %), sonnenblumenöl, dextrose, emulgator: mono - und diglyceride von speisefettsäure%3, natürliches aroma, ® but to burst in the microwave, sweet durchschnittliche nährwerte/average nutritional values/valores nutricionais médios je 100 g/per 100 g/por 100 g 1742 kj brennwert/energy value/ energia fett/fat / lipidos - davon gesättigte fettsäuren/-of which fatty acids  saturated/-back docks saturados kohlenhydrate/carbohydrates/hidratos de carbono - davon zucker/-of which sugars/-back docks açúcares"	"O Popcorn-Mais für die Zubereitung in der Mikrowelle, süß ZUTATEN: Maiskörner (69,30 %), Zucker (15,75 %), Sonnenblumenöl, Dextrose, Emulgator: Mono - und Diglyceride von Speisefettsäure%3, natürliches Aroma, ® Mais à éclater au micro-ondes, sucré Durchschnittliche Nährwerte/Valeurs nutritionnelles moyennes/Valores nutricionais médios Je 100 g/pour 100 g/por 100 g 1742 kJ Brennwert/Valeur énergétique/ Energia Fett/Matières grasses / Lipidos - davon gesättigte Fettsäuren/-dont acides gras saturés/-dos quais saturados Kohlenhydrate/Glucides/Hidratos de carbono - davon Zucker/-dont sucres/-dos quais açúcares"								100g	100g	1742	kJ	415	kcal	14	g	3.3	g	60	g	22	g			7.9	g	0.01	g	0.004	g			1742	kJ																													4	en:4-ultra-processed-food-and-drink-products	d	12	a	84		9230	-5	-1	0	0												App - Speisekammer, Apps, App - Yuka, App - InFood, App - Open Food Facts
4006040041368		de	"Popcorn weiße Schokolade"														Rapunzel	rapunzel				Nicht EU-Landwirtschaft, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft	en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture	Deutschland	en:germany			0																			100g	100g			524	kcal	29	g	17	g	58	g	41	g	1.9	g	6.9	g	0.27	g	0.108	g			524	kcal																														unknown			unknown		1		-5	-15	1	0												App - yuka, Apps
4000539214004		de	HELLO VEGAN SWEET'N SALTY POPCORN HAFER-DRINK														Lindt, Lindt & Sprüngli	lindt,lindt-sprungli						Deutschland	en:germany			0																			100g	100g			547	kcal	32	g	15	g	59	g	39	g			4.3	g	0.21	g	0.084	g			547	kcal																														unknown			unknown		1		-5	-15	1	0												App - yuka, Apps
4305615666860		de	Popcorn mais								1pcs						Rossmann	rossmann						Deutschland	en:germany			0																			100g	100g			341	kcal	3.8	g	0.6	g	64	g	1.4	g	7.7	g	8.7	g							341	kcal																														unknown			unknown		1		-5	-15	1	0												App - Speisekammer, Apps, App - Yuka
8714601009998		fr			Popcorn salzig						300g		Boîte en carton	fr:boite-en-carton						Snacks, Snacks salés, Popcorn, Popcorn salé	en:snacks,en:salty-snacks,en:popcorn,en:salted-popcorn			Belgique, France, Allemagne	en:belgium,en:france,en:germany	Action	action	0					Pays-Bas	pays-bas				but to popcorn (81%), partially hydrogenated palm oil (16%), salt (3%)	"Mais à popcorn (81%), partiellement hydrogénés huile de palme (16%), sel (3%)"								100g	100g	2130	kJ	424	kcal	18	g	9	g	52	g	1	g	9	g	9	g	3	g	1.2	g			2130	kJ																											en:salty-and-fatty-products	en:salty-snacks,en:salty-and-fatty-products			e	19	a	84		9230	-5	-1	0	0												App - yuka, Apps, App - InFood, App - Speisekammer
7610809087206		fr	Popcorn Mais	Popcorn	Popcorn Mais	Popcorn Mais Bio					400g	30 g					COOP NATURAPLAN	coop-naturaplan		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Maïs"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:corn	Bio	en:organic	France, Allemagne, Suisse	en:france,en:germany,en:switzerland			0									Bio Mais	Bio corn	Mais Bio	Mais Bio							100g	100g	1380	kJ	380	kcal	3.4	g	0.6	g	71	g	1.4	g	14	g	10	g	0.07	g	0.028	g			1380	kJ																											en:cereals	en:cereals-and-potatoes,en:cereals	1	en:1-unprocessed-or-minimally-processed-foods	a	-6	unknown		1		-5	-15	1	0												App - yuka, Apps, Database - FoodRepo / openfood.ch, Databases, App - Speisekammer
4008258528020		de	Popcorn-Mais		"Popcorn-Mais - Maïs à éclater"		Popcorn-Mais		"Maïs à éclater"		500 g	50 g	Kunststoff, Tüte, PP - Polypropylen	en:plastic,en:bag,en:pp-polypropylene	1 farbige durchsichtige 500 g-PP-Tüte zum Wegwerfen		Seeberger	seeberger		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Imbiss, Getreide und Kartoffeln, Samen, Getreideprodukte, Getreidekörner, Mais, Popcorn	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:corn,en:popcorn	Mit wenig oder keinem Salz, Vegetarisch, Glutenfrei, Vegan, Grüner Punkt, Ohne Salzzusatz, Ohne Zuckerzusatz, Laktosefrei, Ohne Konservierungsstoffe	en:low-or-no-salt,en:vegetarian,en:no-gluten,en:vegan,en:green-dot,en:no-added-salt,en:no-added-sugar,en:no-lactose,en:no-preservatives	Frankreich, Deutschland	en:france,en:germany	REWE	rewe	0		Frankreich	en:france	Angebaut in Frankreich	Deutschland	deutschland			Mais		Maïs					Schalenfrüchte, Erdnüsse	en:nuts,en:peanuts		100g	100g	1440	kJ	341	kcal	3.8	g	0.6	g	64	g	1.4	g			8.7	g	0.02	g	0.008	g			1440	kJ																										https://www.seeberger.de/popcorn-mais/	en:cereals	en:cereals-and-potatoes,en:cereals	1	en:1-unprocessed-or-minimally-processed-foods	a	-1	a	95		9230	13	-8	0	0												App - yuka, Apps
4031446814759		de	Knister Popcorn								70g						xox	xox						Deutschland	en:germany			0																			100g	100g			510	kcal	27	g	2.7	g	59	g	21	g			5.3	g							510	kcal																														unknown			unknown		1		-5	-15	1	0												App - Speisekammer, Apps
5060413265002		de	Popcorn Carousel																					Deutschland	en:germany			0																			100g	100g			588	kcal	43.7	g	37.4	g	42.2	g	39	g			4.2	g	0.8	g	0.32	g			588	kcal																														unknown			unknown		1		-5	-15	1	0												App - Yuka, Apps
4061458237222		de	"Mikrowellen Popcorn Süß"										Pappe, Karton, Kunststoff Papier	en:cardboard,en:paperboard,de:kunststoff-papier			Sun Snacks	sun-snacks		Imbiss, Salzige Snacks, Vorspeisen, Crackers, Popcorn, Gepuffte salzige Snacks	en:snacks,en:salty-snacks,en:appetizers,en:crackers,en:popcorn,en:puffed-salty-snacks			Deutschland	en:germany			0									Mais (70 %), Palmöl, Zucker (12 %)										100g	100g			408	kcal	18	g	5.8	g	45	g	13	g			9	g	0.1	g	0.04	g			408	kcal																											en:appetizers	en:salty-snacks,en:appetizers	3	en:3-processed-foods	d	12	c	56		38108	-5	-11	1	0	-10											App - yuka, Apps, App - Open Food Facts
23749818		de	Popcorn süss								200g	100g	Kunststoff, Pappe	en:plastic,en:cardboard			Mike Mitchell's	mike-mitchell-s		"Imbiss, Süßer Snack, Popcorn, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn	Hergestellt in Dänemark	de:hergestellt-in-dänemark	Deutschland	en:germany	Penny	penny	0					Ejstrupsholm	ejstrupsholm			Maiskörner 70%, Palmfett, Zucker 12%.										100g	100g			408	kcal	18	g	5.8	g	45	g	13	g			9	g	0.1	g	0.04	g			408	kcal																													3	en:3-processed-foods	d	12	b	64		9230	-5	-11	1	0	-10											App - Speisekammer, Apps, App - Yuka
4009790009152		de	Popcorn Mais																	Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel	en:plant-based-foods-and-beverages,en:plant-based-foods			Deutschland	en:germany			0																			100g	100g			386	kcal	5	g	0.7	g	67.2	g	1.3	g			12.7	g	0	g	0	g			386	kcal																														unknown	a	-1	unknown		1		-5	-15	1	0												App - Yuka, Apps
4311501703588		de	Mikrowellen Popcorn, salzig								3 x 100 g						Edeka,Gut & Günstig	edeka,gut-gunstig						Deutschland	en:germany			0																			100g	100g			413	kcal	21	g	10	g	48	g													413	kcal																																	unknown		1		-5	-15	1	0												App - yuka, Apps
4031446425290		de	Popcorn meersalz								100 g		Kunststoff	en:plastic			XOX,XOX Snack,XOX Gebäck	xox,xox-snack,xox-geback		Imbiss, Salzige Snacks, Popcorn, Gesalzenes Popcorn	en:snacks,en:salty-snacks,en:popcorn,en:salted-popcorn			Deutschland	en:germany	Kaufland	kaufland	0					Lauenau, Deutschland	lauenau,deutschland			67% Maiskörner, Sonnenblumenöl, 1,5% Meersalz.										100g	100g			540	kcal	35	g	3.2	g	44	g	0.9	g			6.2	g	1.5	g	0.6	g			540	kcal																										www.xox.de	en:salty-and-fatty-products	en:salty-snacks,en:salty-and-fatty-products	3	en:3-processed-foods	d	15	b	75		9230	-5	-10	1	0												App - Open Food Facts, Apps, App - Yuka
4104420232198		de	Popcorn Mais								500g						Alnatura	alnatura		Imbiss, Popcorn	en:snacks,en:popcorn	Bio, Biodynamische Landwirtschaft, Demeter	en:organic,en:biodynamic-agriculture,en:demeter	Deutschland	en:germany			0																			100g	100g	1454	kJ	344	kcal	3.8	g	0.6	g	64	g	1.4	g	9.7	g	8.7	g	0.02	g	0.008	g			1454	kJ																															a	-6	b	79	1	9230	-5	-15	1	20												App - yuka, Apps, App - Speisekammer
0635322082238		en		Premium Popcorn Mais								100g												Germany	en:germany			0																			100g	100g			376	kcal	3.4	g	0.6	g	70.9	g	1.4	g			10.2	g	0.03	g	0.012	g			376	kcal																																	unknown		1		-5	-15	1	0												App - Waistline, Apps
28163626		de	Mike Mitchell's Popcorn																					Deutschland	en:germany			0																			100g	100g			415	kcal	6.2	g	0.7	g	83.9	g	57.3	g			3.8	g	0	g	0	g			415	kcal																																	unknown		1		-5	-15	1	0												App - yuka, Apps
0635322082221		de	Premium popcorn mais								1kg						Butterfly	butterfly						Deutschland	en:germany			0																			100g	100g			376	kcal	3.4	g	0.6	g	70.9	g	1.4	g			10.2	g							376	kcal																																	unknown		1		-5	-15	1	0												App - Speisekammer, Apps, App - Yuka
6001594107025		en		Popcorn							1kg						Crossbow	crossbow						Germany, Ireland	en:germany,en:ireland			0																			100g	100g			1616	kcal	4	g			71	g					10	g							1616	kcal																																	unknown		1		-5	-15	1	0												
4039401030732		de	Popcorn Cheddar Bacon								55g						Karls	karls						Deutschland	en:germany			0																			100g	100g																																																									unknown		1		-5	-15	1	0												App - Speisekammer, Apps
5690845001000		fr			Isey Skyr Popcorn au caramel						170g									Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, en:skyr	en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:dairy-desserts,en:skyr			France, Allemagne	en:france,en:germany			0																			100g	100g			74	kcal	2.1	g	1.2	g	4.6	g	3.7	g			9	g	0.14	g	0.056	g			74	kcal																											en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts			a	-4	unknown				-5	-15	1	0												App - yuka, Apps
4260718291459		de	Bio Mikrowellen Popcorn - salzig		Pop corn						90 g		Tüte, Pappe, 21 PAP	en:bag,en:cardboard,en:non-corrugated-cardboard			KoRo	koro		Imbiss, Popcorn	en:snacks,en:popcorn	"Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, EG-Öko-Verordnung, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, PL-EKO-01"	en:organic,en:vegetarian,en:eu-organic,en:non-eu-agriculture,en:vegan,en:eg-oko-verordnung,en:eu-agriculture,en:eu-non-eu-agriculture,en:pl-eko-01	Frankreich, Deutschland	en:france,en:germany			0									Mais, 12 % Sheabutter, 4 % Salz.										100g	100g	1693	kJ	404	kcal	15	g	6.4	g	55	g	1.2	g	6.7	g	8.4	g	4	g	1.6	g			1693	kJ																					84	%				https://www.korodrogerie.de/salziges-bio-mikrowellen-popcorn-90-g			3	en:3-processed-foods	c	6	a	99		9230	-5	-1	0	15												App - yuka, Apps
4260718291442		en		Bio Mikrowellen Popcorn süss								100.0g					Koro	koro		Snacks, Popcorn	en:snacks,en:popcorn			Germany	en:germany			0																			100g	100g			441	kcal	18	g	7.8	g	61	g	16	g	5.6	g	7	g	0	g	0	g			441	kcal																															c	10	b	70		9230	-5	-15	1	0												App - Yuka, Apps
4260509930499		de	Wildcorn Erdbeere								25g		Kunststoff	en:plastic			Wildcorn	wildcorn		Imbiss, Popcorn	en:snacks,en:popcorn			Deutschland	en:germany			0		Tschechien	en:czech-republic						Mais (64%), Sonnenblumenöl&quot;, Erdbeerpulver (13%)										100g	100g			494	kcal	26	g	2.6	g	53	g	7.4	g			7.6	g							494	kcal																													3	en:3-processed-foods			b	79		9230	13	-10	1	0												App - yuka, Apps, App - Open Food Facts
4061462285158		de	Mikrowellenpopcorn salzig																	Imbiss, Salzige Snacks, Popcorn, Gesalzenes Popcorn	en:snacks,en:salty-snacks,en:popcorn,en:salted-popcorn			Deutschland	en:germany			0																			100g	100g			412	kcal	18	g	4.4	g	48	g	0.9	g			1.8	g							412	kcal																											en:salty-and-fatty-products	en:salty-snacks,en:salty-and-fatty-products					b	70		9230	-5	-15	1	0												App - Yuka, Apps
4031446425610		de	Pop corn								125 g		Kunststoff	en:plastic			Baileys	baileys		Imbiss, Popcorn	en:snacks,en:popcorn			Deutschland	en:germany			0									26% Zucker, 20% Maiskörner, 13% Rohrzucker, 12% Glukose-Fruktose-Sirup, Butterreinfett, Sonnen - blumenöl, Laktose, 2% Meersalz, 1% Sahnepulver, Baileys Konzentrat, Aromen, Farbstoff: Zuckerkulör; Säure - regulator: Natriumcitrate; Emulgatoren: Lécithine; Mono - und Diglyceride von Speisefettsäuren. Enthält &lt;1% Alkohol. Nicht für Kinder geeignet.					Milch	en:milk				100g	100g	2007	kJ	479	kcal	22	g	8.8	g	67	g	54	g			2.3	g	2.01	g	0.804	g	1	% vol	2007	kJ																													4	en:4-ultra-processed-food-and-drink-products	e	31	b	75		9230	-5	-10	1	0												App - Open Food Facts, Apps, App - Yuka
4039401054011		de	Pumpkin Spice Popcorn				Karls Popcorn mit Gewürzmischung				90 g		Glas	en:glass			Karls	karls		"Imbiss, Süßer Snack, Popcorn, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn			Deutschland	en:germany	Karls	karls	0									"Mais, Invertzucker, Zucker, _Butter_, Rapsöl, Gewürze (Zimt, Ingwer, Macis, Piment), Pumpkin Spice Aroma mit Süßungsmittel (Wasser, Aroma, Süßungsmittel: Sucralose), Salz, Farbstoff: Betacarotin, _Sojalecithin_"					Milch, Soja	en:milk,en:soybeans				100g	100g	1499	kJ	358	kcal	5.93	g	1.65	g	73.02	g	54.13	g			2.57	g	0.64	g	0.256	g			1499	kJ																										https://www.karls-shop.de/Popcorn-Pumpkin-Spice-im-Glas/728991			4	en:4-ultra-processed-food-and-drink-products	d	17	a	83		9230	-5	-2	0	0												App - Open Food Facts, Apps
4260579730012		de	Popcorn																					Deutschland	en:germany			0																			100g	100g			441	kcal	11.9	g	5	g	77.6	g	54.4	g			3.6	g	1.38	g	0.552	g			441	kcal																																	unknown				-5	-15	1	0												App - Yuka, Apps
21139024		de	Mikrowellen popcorn																	Imbiss, Popcorn	en:snacks,en:popcorn			Deutschland	en:germany			0																			100g	100g			417	kcal	13	g	5.6	g	63	g	22	g			7.5	g	0	g	0	g			417	kcal																															d	14	b	70		9230	-5	-15	1	0												App - Yuka, Apps
4270000387708		de	"Let‘s Popcorn"								100g	100g	Kunststoff	en:plastic			Kamomo	kamomo		"Imbiss, Süßer Snack, Popcorn, en:Popcorn with caramel"	en:snacks,en:sweet-snacks,en:popcorn,en:popcorn-with-caramel			Deutschland	en:germany			0									"Karamellzucker (enthält: Weizenstärke, Glukose-Fruktosesir - up, Kakaobutter, Vollmilchpulver, Süßmolkenpulver, Backtriebmittel: Aaramell Popcorn mit Kakaokeks - Creme Überzug (65%) Zutaten: Karamellzucker (enthält: Sojaöl), Mais, Zucker, Karamellsirup, Butter, Weizenmehl, Palmöl, Rapsöl, Kaliumcarbonate, Ammoniumcarbon - ate, Natriumhydrogencarbonat; Emulgatoren: Sojalecithine, Sonnenblumenlecithine, Salz, Aroma Ungecffnet"					Gluten, Milch	en:gluten,en:milk			off	100g	100g	1904	kJ	454	kcal	19.1	g	9.6	g	67.9	g					2.6	g	0.78	g	0.312	g			1904	kJ																													4	en:4-ultra-processed-food-and-drink-products			c	53		9232	-5	-10	1	0	-10											App - Open Food Facts, Apps
5706516011749		de	Mikrowellen Popcorn - salzig								90 g	90 g	Kunststoff, Tüte, PP - Polypropylen	en:plastic,en:bag,en:pp-polypropylene	"♷"		delikatessa	delikatessa		Imbiss, Salzige Snacks, Popcorn, Gesalzenes Popcorn	en:snacks,en:salty-snacks,en:popcorn,en:salted-popcorn	Glutenfrei	en:no-gluten	Deutschland	en:germany	REWE	rewe	0									Mais, Palmöl, Salz 2,5%.										100g	100g	1821	kJ	437	kcal	21	g	9.7	g	48	g	0.7	g			8.7	g	2.5	g	1	g			1821	kJ																										https://delikatessa.de/product/mikrowellen-popcorn-salzi/	en:salty-and-fatty-products	en:salty-snacks,en:salty-and-fatty-products	3	en:3-processed-foods	e	24	b	67		9230	-5	-8	0	0	-10											
4014400931327		de	"Werther‘s Original Caramel Popcorn"								140g		Kunststoff	en:plastic			Storck, Werther's Original	storck,werther-s-original		"Imbiss, Süßer Snack, Popcorn, en:Popcorn with caramel"	en:snacks,en:sweet-snacks,en:popcorn,en:popcorn-with-caramel			Deutschland	en:germany			0									"Zucker, Sonnenblumenkerne, Mais, gehackte Kürbiskerne, Glukosesirup, Butterreinfett, Sahne (5,5%), kondensierte Süßmolke, Butter, Salz, Rohrzuckersirup, Sonnenblumenöl, Emulgator Lecithine (Soja), Aroma. Kann auch Anteile von Haselnuss, Mandel, anderen Nüssen und Weizen enthalten. Trotz größter Sorgfalt können nicht aufgepoppte Maiskörner oder Teile von Maiskörnern enthalten sein. Wir bitten um Ihr Verständnis."					Gluten, Milch, Schalenfrüchte, Soja	en:gluten,en:milk,en:nuts,en:soybeans			off	100g	100g	1981	kJ	474	kcal	24.9	g	9.7	g	56.3	g	43.3	g			5.2	g	1.1	g	0.44	g			1981	kJ																													4	en:4-ultra-processed-food-and-drink-products	e	27	b	63		9232	-5	-10	1	0												App - Open Food Facts, Apps
4027766022738		de	"Frisches süßes Popcorn"								440g	100g	Kunststoff	en:plastic			"Stefan Vogler Süßwaren"	stefan-vogler-susswaren		Imbiss, Popcorn	en:snacks,en:popcorn			Deutschland	en:germany			0																		off	100g	100g	1838	kJ	437	kcal	12.3	g	4.6	g	71.6	g	27.5	g	5.8	g	7	g	0.01	g	0.004	g			1838	kJ																															c	10	b	75		9230	-5	-10	1	0												App - Open Food Facts, Apps
4260579730081		de	Pottkorn								80g		Papier	en:paper			Pottkorn	pottkorn		"Imbiss, Süßer Snack, Popcorn, Süßes Popcorn"	en:snacks,en:sweet-snacks,en:popcorn,en:sugared-popcorn			Deutschland	en:germany			0		Deutschland	en:germany		Kamp Lintfort	kamp-lintfort													100g	100g																																																									a	108		9230	19	-1	0	0												App - Open Food Facts, Apps
4260219133043		de	Pingpop								150 g	1000g	Kunststoff, Tüte	en:plastic,en:bag			Pingpop	pingpop		Imbiss, Popcorn	en:snacks,en:popcorn	Hergestellt in Deutschland	en:made-in-germany	Deutschland	en:germany			0									Mais, Zucker, Rapsöl.										100g	100g			394	kcal	3.9	g	0.5	g	79	g	0	g			6.8	g	0	g	0	g			394	kcal																													3	en:3-processed-foods	b	0	b	75		9230	-5	-10	1	0												App - yuka, Apps
4260475960353		de	Popcorn Zubereitung Lebkuchen				Popcorn Zubereitung Lebkuchen				150 g	15 g	Kunststoff, Papier	en:plastic,en:paper			Popcornloop	popcornloop						Deutschland	en:germany	Consumenta	consumenta	0					Nürnberg	nurnberg			Zucker, Zimt, Koriander, Orangenschale, Zitronenschale, Sternanis, Nelken, Kardamom, Muskat, Muskatblüte							Schalenfrüchte, Erdnüsse, Soja	en:nuts,en:peanuts,en:soybeans		100g	100g	1530	kJ			0.3	g	0.1	g	87.8	g	87.7	g			0.4	g	0.01	g	0.004	g			1530	kJ																																	unknown				-5	-11	1	0												
4260475960070		de	Popcorn Mais Butterfly				Mais				500g		Kunststoff	en:plastic			Popcornloop	popcornloop		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products			Deutschland	en:germany	Consumenta	consumenta	0					Nürnberg	nurnberg			Mais							Schalenfrüchte, Erdnüsse, Soja	en:nuts,en:peanuts,en:soybeans		100g	100g	1464	kJ			3.8	g	0.5	g	65	g	1.3	g			8.5	g	0.02	g	0.008	g			1464	kJ																											en:cereals	en:cereals-and-potatoes,en:cereals	1	en:1-unprocessed-or-minimally-processed-foods	a	-1	unknown				-5	-10	1	0												App - Speisekammer, Apps
4311501487693		de	Popcorn Double Chocolate				Popcorn mit 21% Milchschokolade und 2% fettarmem Kakaopulver				125 g		Kunststoff	en:plastic			Edeka	edeka		"Imbiss, Süßer Snack"	en:snacks,en:sweet-snacks			Deutschland	en:germany	Edeka	edeka	0									Zucker; Glukosesirup, _Milchschokolade_ (Zucker, _Vollmilchpulver_, Kakaobutter, Kakaomasse, Emulgator: Lecithine [enthält _Soja_]; natürliches Aroma),16% Mais, _Butter_, Rapsöl, fettarmes Kakaopulver, Speisesalz, Emulgator: Lecithine (enthält _Soja_).					Milch, Soja	en:milk,en:soybeans	Schalenfrüchte	en:nuts		100g	100g	1831	kJ			12	g	6.2	g	73	g	59	g	3.8	g	6.8	g	0.8	g	0.32	g			1831	kJ																													4	en:4-ultra-processed-food-and-drink-products	e	20	unknown				-5	-10	1	0												
4031446869759		de	Habanero Popcorn				Popcorn mit Chili-Geschmack				90 g		Kunststoff, Tüte, PP - Polypropylen	en:plastic,en:bag,en:pp-polypropylene			Pepper-King	pepper-king		Imbiss, Popcorn	en:snacks,en:popcorn	Vegetarisch, Glutenfrei, Vegan, Laktosefrei	en:vegetarian,en:no-gluten,en:vegan,en:no-lactose	Deutschland	en:germany			0					Deutschland	deutschland			67% Maiskörner, 19% Sonnenblumenöl, Speisesalz, Paprika, Gewürzextrakte, 1,7% Habanero-Chili, Zucker, Knoblauch, natürliches Aroma, Maltodextrin, Rauch.										100g	100g	1935	kJ	463	kcal	22	g	2.4	g	55	g	5.5	g			7.8	g	3.11	g	1.244	g			1935	kJ																										https://www.xox.de/portfolio-item/pepper-king-popcorn-90g			4	en:4-ultra-processed-food-and-drink-products	d	18	b	77		9230	-5	-8	0	0												App - yuka, Apps
4334011204376		de	Popcorn-Mais								500g	50g	Kunststoff	en:plastic			real QUALITY	real-quality		Imbiss, Popcorn	en:snacks,en:popcorn			Deutschland	en:germany	real	real	0									Mais (getrocknet)							Erdnusse, Schalenfruchte, Sesamsaat	de:erdnusse,de:schalenfruchte,de:sesamsaat		100g	100g	1410	kj			3.8	g	0.6	g	58	g	0.9	g			9.7	g	0.01	g	0.004	g			1410	kj																													1	en:1-unprocessed-or-minimally-processed-foods	a	-1	b	75		9230	-5	-10	1	0												
4001242106976		de	Mikrowellen Popcorn Peach Party										Tüte	en:bag			Chio	chio		Imbiss, Popcorn	en:snacks,en:popcorn			Deutschland	en:germany			0																			100g	100g	1669	kJ	399	kcal																			1669	kJ																																	b	75		9230	-5	-10	0	0												
