code	producer_version_id	lc	product_name_de	product_name_en	product_name_fr	product_name_it	generic_name_de	generic_name_en	generic_name_fr	generic_name_nl	quantity	serving_size	packaging	packaging_tags	packaging_text_de	packaging_text_en	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_de	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	calcium_value	calcium_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	conservation_conditions_fr	preparation_fr	customer_service_fr	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:partyName	data_sources
4260166940824		de	Kates Popcorn																					Deutschland	en:germany			0																			100g	100g			509	kcal	26.4	g	8.9	g	59	g	41.8	g			6	g							509	kcal																																	unknown				-5	-15	1	0												App - yuka, Apps
3800203050379		de	Bumpy Popcorn Bar																					Deutschland	en:germany			0																			100g	100g			466	kcal	21	g	16	g	70	g	43	g			5	g	0	g	0	g			466	kcal																																	unknown				-5	-15	1	0												App - yuka, Apps
4056489291831		de	Schoko Popcorn Vanille																					Deutschland	en:germany			0																			100g	100g			520	kcal	28	g	16.4	g	60.8	g	47	g			5.5	g	0.2	g	0.08	g			520	kcal																																	unknown				-5	-15	1	0												App - yuka, Apps
4065001000073		de	Sweet Karamel Popcorn								200g													Deutschland	en:germany			0																			100g	100g			414	kcal	6.2	g	0.7	g	84	g	57	g			3.8	g							414	kcal																																	unknown				-5	-15	1	0												App - yuka, Apps, App - Open Food Facts
4260350920915		de	Heimatgut Popcorn süss & salzig								90 Gramm						Heimatgut	heimatgut		Imbiss, Popcorn	en:snacks,en:popcorn	"Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, CZ-BIO-001, Ohne Zusätze"	en:organic,en:vegetarian,en:eu-organic,en:vegan,en:cz-bio-001,en:no-additives	Deutschland	en:germany			0									Mais, Rohrzucker, Kokosöl, Meersalz										100g	100g			450	kcal	17		14		62		28				6.6		0.7		0.28	g			450	kcal																													3	en:3-processed-foods	e	24	b	79	1	9230	-5	-15	1	15												App - yuka, Apps
0736659215099		en	Harvest Blend Popcorn	Harvest blend popcorn							250g						Fireworks Popcorn	fireworks-popcorn						Germany, Ireland	en:germany,en:ireland			0																			100g	100g			120	kcal	1	g			24	g					4	g							120	kcal																																	unknown		1		-5	-15	1	0												App - yuka, Apps, App - Speisekammer
4005009103550		de	Popcorn Süss	Popcorn süss bio zentrale							100g	100g					Bio Zentrale	bio-zentrale		"Imbiss, Süßer Snack"	en:snacks,en:sweet-snacks	Bio, Vegetarisch, Glutenfrei, Vegan	en:organic,en:vegetarian,en:no-gluten,en:vegan	Deutschland	en:germany			0									"69 % Popcornmais*, Rohrohrzucker*, Rapsöl*. 
*aus kontrolliert-ökologischer Landwirtschaft."	"69 % popcorn maize*, raw cane sugar*, rapeseed oil*.
 *from organic agriculture"		"69 % popcorn di mals*, zucchero di canna grezzo*, olio di colza*. 
*da agricoltura biologica"							100g	100g			393	kcal	4.4	g	0.5	g	76	g	30	g			9	g	0	g	0	g			393	kcal																													3	en:3-processed-foods	c	5	unknown		1		-5	-15	1	0												App - off, Apps, App - yuka, App - Open Food Facts
4008258533017		de	Seeberger Mikrowellen-Popcorn mit Salz-Pfeffer-Geschmack		Seeberger Mikrowellen Popcorn Salz-pfeffer Geschmack		Popcorn mit Salz-Pfeffer-Geschmack				90 g		Papiertüte	de:papiertüte	Grüner Punkt		Seeberger	seeberger		Imbiss, Salzige Snacks, Popcorn	en:snacks,en:salty-snacks,en:popcorn	Vegetarisch, Glutenfrei, Vegan, Ohne Zuckerzusatz, Laktosefrei	en:vegetarian,en:no-gluten,en:vegan,en:no-added-sugar,en:no-lactose	Deutschland	en:germany	HIT,Karstadt	hit,karstadt	0		Frankreich, Südafrika	en:france,en:south-africa		Frankreich	frankreich			Popcorn-Mais 80%, Palmöl, Salz 2,3%, natürliches Pfefferaroma		"grains de maïs à éclater 80 0%, huile de palme, sel 2,3 0/6, arôme naturel de poivre"			Mais	de:mais				100g	100g	1766	kJ	422	kcal	20	g	9.6	g	49	g	1.1	g			8.1	g	2.4	g	0.96	g			1766	kJ																										https://www.seeberger.de/mikrowellen-popcorn-salz-pfeffer			4	en:4-ultra-processed-food-and-drink-products	e	24	b	75		9230	5	-10	0	0	-10											App - yuka, Apps
4311501662175		de		Süsses Popcorn							100g						Gut & Günstig	gut-gunstig						Deutschland	en:germany			0										67% Mais, 29% Zucker, Palmfett									100g	100g																																																									unknown				-5	-15	1	0	-10											
4260579730005		de	Pottkorn								80g									"Imbiss, Salzige Snacks, Süßer Snack, Popcorn, Gesalzenes Popcorn, Süßes Popcorn"	en:snacks,en:salty-snacks,en:sweet-snacks,en:popcorn,en:salted-popcorn,en:sugared-popcorn			Deutschland	en:germany			0									33,3% Mais, Zucker, Dextrose, Butter, Schlag - sahne, Kandisfarin, 3,8% Muscovado Zucker, Rapsöl, Spei - sesalz, 0,3% Sylter Meersalz. Kann Spuren von Schalenfrüchten, Erdnüssen, Gluten, Soja, Sellerie, Sesam, Sulfiten und Lupinen enthalten. e 80g					Milch	en:milk	Sellerie, Gluten, Lupinen, Schalenfrüchte, Erdnüsse, Sesam, Soja	en:celery,en:gluten,en:lupin,en:nuts,en:peanuts,en:sesame-seeds,en:soybeans		100g	100g	1851	kJ	442	kcal	11.9	g	5	g	77.7	g	54.6	g			3.6	g	1.19	g	0.476	g			1851	kJ																											en:salty-and-fatty-products	en:salty-snacks,en:salty-and-fatty-products	4	en:4-ultra-processed-food-and-drink-products	e	24	b	70		9230	-5	-15	1	0												App - Open Food Facts, Apps
4104420219663		fr	Popcorn mais		Popcorn mais						500g						Alnatura	alnatura		Snacks, Popcorn	en:snacks,en:popcorn	Bio	en:organic	Allemagne, Suisse	en:germany,en:switzerland	Alnatura	alnatura	0																			100g	100g			344	kcal	3.8	g	0.6	g	64	g	1.4	g			8.7	g	0.02	g	0.008	g			344	kcal																															a	-1	b	70	1	9230	-5	-15	1	0												App - yuka, Apps, App - Speisekammer
4002015000330		de	Maiskörner für Popcorn								500 g						Krini	krini						Frankreich, Deutschland	en:france,en:germany			0																			100g	100g																																																									unknown		1		-5	-15	1	0												
4008258526019		fr	"Seeberger Mikrowellen popcorn Süß"		"Seeberger Mikrowellen popcorn Süß"						100g						Seeberger	seeberger						France, Allemagne	en:france,en:germany			0											"grains de maïs à éclater 76 %, huile de palme, édulcorants : isomalt, sucrqlose ; arôme, émulsifiant : lécithines de tournesol."								100g	100g			412	kcal	18	g	8.5		54	g	7.8	g	0		7.8	g	0.01	g	0.004	g			412	kcal																													4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0	-10											App - yuka, Apps, App - Speisekammer
04051701		de	Knusper Pop Müsli								450 g	40g					Dr. Oetker	dr-oetker		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Imbiss, Getreide und Kartoffeln, Frühstücke, Getreideprodukte, Frühstückscerealien, Getreideflocken, Müslis, Popcorn	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:mueslis,en:popcorn			Deutschland	en:germany			0									"44% Vollkorn-_HAFERFLOCKEN_, Zucker, Sonnenblumenöl, 8,7 % Popcorn (Mais, Zucker, Invertzucker, Karamellzuckersirup, Rapsöl, Emulgator (Lecithine)), Oligofruktose, 5,0% Toffee-Stücke (Zucker, Kakaobutter, 20% Karamell Pulver (_MAGERMILCHPULVER_ SÜSSMOLKENPULVER, Zucker, _BUTTER_ natürliches Aroma), _VOLLMILCHPULVER_, Emulgator (Lecithine), Farbstoff (Paprikaextrakt)), getrocknete WEIZENKEIME, Reismehl, _WEIZENMEHL_, WEIZENVOLL KORNMEHL, Glukosesirup, Honig, Salz, Aroma, getrockneter _GERSTENMALZEXTRAKT_, _MAGERMILCHPULVER_."					Gluten, Milch	en:gluten,en:milk				100g	100g			460	kcal	18	g	2.7	g	60	g	22	g	11	g	8.9	g	0.62	g	0.248	g			460	kcal															2.5	mg	75.7	mg									en:breakfast-cereals	en:cereals-and-potatoes,en:breakfast-cereals	4	en:4-ultra-processed-food-and-drink-products	c	8	b	70	1	9230	-5	-15	1	0												
4388844236516		en	Popcorn									100g					REWE Beste Wahl	rewe-beste-wahl		Snacks, Popcorn	en:snacks,en:popcorn			Germany	en:germany	Rewe	rewe	0									Zucker 46%, Maiskörner 34%, Glukose-Fruktose - Sirup, Sonnenblumenöl 4,6% Emulgator Lecithine.										serving	100g			432	kcal	6.2	g	0.7	g	88.2	g	57.2	g			3.8	g	0	g	0	g			432	kcal																															d	15	b	70	1	9230	-5	-15	1	0												App - waistline, Apps
29022458		de	Trader joes popcorn maid																					Frankreich, Deutschland	en:france,en:germany			0																			100g	100g																																																									unknown		1		-5	-15	1	0												
0791688752434		de	popcorn Mais																					Frankreich, Deutschland	en:france,en:germany			0																			100g	100g																																																									unknown		1		-5	-15	1	0												
12502264		de		Toffee Popcorn							100g	50g												Deutschland	en:germany			0										Mais, Zucker, Glucosesirup, Glucose-Fructose-Sirup, Palmfett, Kokosfett, Rapsöl, Zuckerrübensirup, jodiertes Speisesalz, Weizenvollkornmehl, Fruchtsaftkonzentrat (Limette, Zitrone), Roggenvollkornmehl, Backtriebmittel: Natriumcarbonate, Emulgator: Sonnenblumenlecithine, Sonnenblumenöl.				Gluten	en:gluten				100g	100g			41	kcal	8.8	g	3.6	g	77	g	37	g	6.2	g	4.6	g							41	kcal																													4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0	-10											
4316268555708		de	"Popcorn süß"	"Popcorn süß"			Popcorn				250 g		KunststoffEimer	de:kunststoffeimer			American Style	american-style		"Imbiss, Süßer Snack, Popcorn"	en:snacks,en:sweet-snacks,en:popcorn			Deutschland	en:germany	Netto	netto	0									67% Mais, 29% Zucker, Palmfett										100g	100g	1711	kJ			5.7	g	2.2	g	75	g	28	g			6.4	g	0.01	g	0.004	g			1711	kJ																													3	en:3-processed-foods	d	13	b	60	1	9230	-5	-15	1	0	-10											
