code	lc	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_hu	product_name_it	product_name_sl	generic_name_de	generic_name_en	generic_name_fr	quantity	serving_size	packaging	packaging_tags	packaging_text_de	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_de	origin_en	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_it	ingredients_text_sl	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	calcium_value	calcium_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
4316268463409	de	Putenbrust										150 g		Kunststoff, Tablettverpackung	en:plastic,en:tray		Hofmaier	hofmaier		Fleisch, Zubereitetes Fleisch, Geflügel, Putenfleisch, Aufschnitt, Zusammengefügtes Fleisch	en:meats,en:prepared-meats,en:poultries,en:turkeys,en:cut,de:zusammengefügtes-fleisch	DLG, DLG Goldener Preis, DLG Goldener Preis 2018, Ohne Geschmacksverstärker, Laktosefrei, Nutriscore, Nutriscore D, Unter Schutzatmosphäre verpackt, Aus-fleischstucken-zusammengefugt, Gepokelt	en:german-agricultural-society,en:gold-medal-of-the-german-agricultural-society,en:2018-gold-medal-of-the-german-agricultural-society,en:no-flavour-enhancer,en:no-lactose,en:nutriscore,en:nutriscore-grade-d,de:unter-schutzatmosphäre-verpackt,de:aus-fleischstucken-zusammengefugt,de:gepokelt	Deutschland	en:germany	Netto MD	netto-md	0								DE NW-00102 EC	de-nw-00102-ec	Putenbrustfleisch, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Dextrose, Stabilisator: Triphosphate, Gewürzextrakte, Gewürze, Antioxidationsmittel: Natriumascorbat, Konservierungsstoff: Natriumnitrit, Rapsöl,	turkey breast meat, iodized table salt (table salt, potassium iodate), dextrose, stabilizer: triphosphates, spice extracts, spices, antioxidant: sodium ascorbate, preservative: sodium nitrite, rapeseed oil,							Senf	en:mustard		100g	100g	459	kJ	109	kcal	2	g	0.6	g	1	g	0.6	g			21.5	g	2.3	g	0.92	g			459	kJ												en:poultry	en:fish-meat-eggs,en:meat,en:poultry	4	en:4-ultra-processed-food-and-drink-products	d	11	d	29		36300	-5	-10	1	0								App - yuka, Apps, App - Open Food Facts, App - InFood
4311501484838	de	Veganer Aufschnitt										80 g	16g	Kunststoff, Andere Kunststoffe	en:plastic,en:other-plastics		EDEKA	edeka		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fleisch-Ersatzprodukte	en:plant-based-foods-and-beverages,en:plant-based-foods,en:meat-analogues	Vegetarisch, Vegan, Europäische Vegetarier-Union, Europäische Vegetarier-Union Vegan	en:vegetarian,en:vegan,en:european-vegetarian-union,en:european-vegetarian-union-vegan	Deutschland	en:germany	Marktkauf, Edeka	marktkauf,edeka	0										Wasser, Rapsöl, _Sojaproteinisolat_, Verdickungsmittel: Carrageen, Konjak, Guarkernmehl, Johannisbrotkernmehl; Paprika, fermentierte Zwiebeln, Dextrose, Gewürze, Erbsenproteinisolat, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Gewürzextrakte, würzende Zubereitung (aufgeschlossenes Pflanzenprotein [Mais, Raps], Speisesalz, Gewürze), Speisesalz, Zucker, Aroma, Farbstoff: Paprikaextrakt.						Soja	en:soybeans	Sellerie, Senf	en:celery,en:mustard		100g	100g			143	kcal	10.8	g	0.9	g	2.7	g	2.4	g			8.2	g	2.8	g	1.12	g			143	kcal														4	en:4-ultra-processed-food-and-drink-products	d	11	unknown				-5	-10	1	0								App - yuka, Apps
4061458012935	de	Schinken-Lyoner			Schinken-Lyoner							125 g		Kunststoff, en:Fresh	en:plastic,en:fresh		Bio	bio		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut	"Bio, EU-Öko-Verordnung"	en:organic,en:eu-organic	Deutschland	en:germany			0								DE NI-11167 EC	de-ni-11167-ec	"71 % Schweinefleisch, Trinkwasser, 8 % Rindfleisch, Speck, Speisesalz, Gewürze (Schwarzer und Weißer Pfeffer, Karotte, Knoblauch, Zwiebel, Pastinake, Koriander, Tomate, Liebstöckel), Stabilisator: Natriumcitrate; Dextrose, Rohrohrzucker, Antioxidationsmittel: Ascorbinsäure; Konservierungsstoff: Natriumnitrit."								Sellerie, Senf	en:celery,en:mustard		100g	100g	1167	kJ	282	kcal	25	g	10	g	1	g	0.5	g			13	g	2.2	g	0.88	g			1167	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	e	21	unknown				-5	-10	1	15								App - yuka, Apps
23216402	de	Prosciutto di Parma			Cucina Prosciutto Di Parma							100 g		Kunststoff, Tablettverpackung	en:plastic,en:tray		Cucina	cucina		Fleisch, Zubereitetes Fleisch, Schinken, Aufschnitt	en:meats,en:prepared-meats,en:hams,en:cut			Deutschland	en:germany			0										Schweinefleisch, Meersalz								Sellerie, Senf	en:celery,en:mustard		100g	100g			253	kcal	16	g	5.3	g	0.3	g	0	g			27	g	4.5	g	1.8	g			253	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	d	18	unknown				-5	-10	1	0								App - yuka, Apps
4314187050557	de	Delikatess Bierwurst			Delikatess Bierwurst									Kunststoff	en:plastic		Edeka Südwest	edeka-sudwest		Fleisch, Zubereitetes Fleisch, Würste, Aufschnitt	en:meats,en:prepared-meats,en:sausages,en:cut			Deutschland	en:germany			0										Schweine-/Rindfleisch (90%), Trinkwasser, Gewürzextrakte, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Zwiebeln, Senfsaat, Knoblauch, Gewürze, Stabilisator: E45ó, Antioxidationsmittel: E301, E300, Säuerungsmittel: E330, Konservierungsstoff: E250. Kann Spuren von Sellerie enthalten.						Senf	en:mustard	Sellerie	en:celery		100g	100g			212	kcal	16	g	6.1	g	1	g	1	g			16	g	2.3	g	0.92	g			212	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	d	18	unknown				-5	-10	1	0								App - yuka, Apps
4003171096175	de	Hähnchenbrust			Hähnchenbrust (natur)							100 g		Kunststoff	en:plastic		Gutfried	gutfried		Fleisch, Zubereitetes Fleisch, Geflügel, Hühnchen, Aufschnitt	en:meats,en:prepared-meats,en:poultries,en:chickens,en:cut			Deutschland	en:germany			0										Hähnchenbrustfleisch 85%, Geflügel-Bouillon 11% (Trinkwasser, Putenfleisch, Hähnchenfleisch), Speisesalz, Dextrose, Stabilisator: Triphosphate; Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit; Buchenholzrauch. Kann Spuren von Sellerie und Senf enthalten. Unter Schutzatmosphäre verpackt.								Sellerie, Senf	en:celery,en:mustard		100g	100g	387	kJ	92	kcal	1.5	g	0.5	g	0.5	g	0.5	g			19	g	2.2	g	0.88	g			387	kJ												en:poultry	en:fish-meat-eggs,en:meat,en:poultry	4	en:4-ultra-processed-food-and-drink-products	c	5	d	29		36016	-5	-10	1	0								App - yuka, Apps
24144827	de	Hinterkochschinken										150 g		Kunststoff	en:plastic		Mühlenhof	muhlenhof		Fleisch, Zubereitetes Fleisch, Schinken, Kochschinken, Aufschnitt	en:meats,en:prepared-meats,en:hams,en:white-hams,en:cut	Glutenfrei, Laktosefrei	en:no-gluten,en:no-lactose	Deutschland	en:germany			0								DE HE-10441 EC	de-he-10441-ec												100g	100g	444	kJ	105	kcal	2	g	1.5	g	0.5	g	0.5	g			21	g	2.2	g	0.88	g			444	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat			d	11	e	18		28925	-5	-10	1	0								App - Yuka, Apps
8004225040256	de	Salame Milano										120 g		Kunststoff	en:plastic		Negroni	negroni		Fleisch, Zubereitetes Fleisch, Würstchen, Salami, Aufschnitt	en:meats,en:prepared-meats,en:cured-sausages,en:salami,en:cut	Glutenfrei, Natürliche Aromen	en:no-gluten,en:natural-flavors	Deutschland	en:germany			0										Schweinefleisch, Speisesalz, Zucker, Dextrose, Gewürze, natürliche Aromen, Antioxidationsmittel: Ascorbinsäure; Konservierungsstoffe: Natriumnitrit, Kaliumnitrat; Reifungskulturen.											100g	100g	1461	kJ	352	kcal	28	g	12	g	0	g	0	g			25	g	4.2	g	1.68	g			1461	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	e	24	d	21		30350	-5	-10	1	0								App - yuka, Apps
22163585	de	Herzhafte Edelsalami Geräuchert			Herzhafte Edelsalami Geräuchert							150 g		Kunststoff	en:plastic		Stockmeyer	stockmeyer		Fleisch, Zubereitetes Fleisch, Würstchen, Salami, Aufschnitt	en:meats,en:prepared-meats,en:cured-sausages,en:salami,en:cut			Deutschland	en:germany			0										"Schweinefleisch', Speisesalz, Dextrose, Gewürze (Senfkörner gemahlen, schwarzer Pfeffer, weißer Pfeffer, Ingwer, Knoblauch), Gewürzextrakte (Pfetfer - und Chiliextrakt), Rote-Beete-Pulver (färbendes Lebensmittel), Antioxidationsmittel: Natriumascorbat, Ascorbinsäure; Konservierungsstoff: Natriumnitrit, Reifekulturen, Buchenholzrauch. 100 g Salami werden aus 132 g Schweinefleisch hergestellt. Kann Spuren von Sellerie enthalten. 'QS-Ware"						Senf	en:mustard	Sellerie	en:celery		100g	100g			377	kcal	32	g	13.4	g	0.5	g	0.5	g			21.5	g	4	g	1.6	g			377	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	e	24	d	21		30350	-5	-10	1	0								App - yuka, Apps
22171580	de	Edelsalami mild geräuchert										125 g		Kunststoff	en:plastic		Stockmeyer	stockmeyer		Fleisch, Zubereitetes Fleisch, Würstchen, Salami, Aufschnitt	en:meats,en:prepared-meats,en:cured-sausages,en:salami,en:cut			Deutschland	en:germany			0																					100g	100g	1312	kJ	316	kcal																			1312	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat					d	21		30350	-5	-10	1	0								
4337185142642	de	Vegetarischer Aufschnitt										125 g	25g	Kunststoff, Papier	en:plastic,en:paper		take it veggie,Kaufland	take-it-veggie,kaufland		Fleisch, Zubereitetes Fleisch, Aufschnitt, Vegetarischer-aufschnitt	en:meats,en:prepared-meats,en:cut,de:vegetarischer-aufschnitt	Vegetarisch, Europäische Vegetarier-Union, Europäische Vegetarier-Union Vegetarisch, 81 C/PAP	en:vegetarian,en:european-vegetarian-union,en:european-vegetarian-union-vegetarian,de:81-c-pap	Deutschland	en:germany			0										"Trinkwasser, Sonnenblumenöl (15 %), _Milcheiweiß_ (5 %), _Hühnerei-Eiweiß_ (4 %), Paprika (4 %), Verdickungsmittel (Carrageen, Johannisbrotkernmehl, Xanthan), Speisesalz, Erbseneiweiß, Zucker, Gewürze, Essig aus Essigsäure, Gewürzextrakte, Maltodextrin, Dextrose, Farbstoff [Lycopin (aus roten Tomaten)], färbende Fruchtextrakte (Aroniabeere, Paprika), Säureregulatoren (Natriumacetate, Natriumlactat), natürliches Aroma."						Eier, Milch	en:eggs,en:milk	Sellerie, Senf	en:celery,en:mustard		100g	100g			198	kcal	15	g	1.7	g	3.7	g	2.5	g	2.4	g	8.5	g	2.2	g	0.88	g			198	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	c	10	unknown				-5	-11	1	0								App - yuka, Apps, App - Open Food Facts
4006784629754	de	Rosmarinschinken gegart			Romarinschinken									Kunststoff	en:plastic		Wilhelm Brandenburg	wilhelm-brandenburg		Fleisch, Zubereitetes Fleisch, Schinken, Aufschnitt	en:meats,en:prepared-meats,en:hams,en:cut	DLG, DLG Goldener Preis, DLG Goldener Preis 2017	en:german-agricultural-society,en:gold-medal-of-the-german-agricultural-society,en:2017-gold-medal-of-the-german-agricultural-society	Deutschland	en:germany			0										Schweinefleisch, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Konservierungsstoff Natriumnitrit, Dextrose, Stabilisatoren (Natriumcarbonat, Diphosphate), Gewürzextrakte, Rosmarin, Antioxidationsmittel Natriumisoascorbat.											100g	100g	444	kJ	105	kcal	2	g	1	g	0.5	g	0.5	g			21	g	2.2	g	0.88	g			444	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	c	5	unknown				-5	-10	1	0								App - yuka, Apps
4019467483505	de	Geflügel Mortadella Paprika			Geflugel Mortadella Paprika							100 g		Kunststoff	en:plastic		Wiesenhof	wiesenhof		Fleisch, Zubereitetes Fleisch, Geflügel, fr:Charcuteries cuites, Aufschnitt, Mortadella	en:meats,en:prepared-meats,en:poultries,fr:charcuteries-cuites,en:cut,en:mortadella			Deutschland	en:germany			0										72 % Geflügelfleisch (Truthahnfleisch, Hähnchenfleisch), Hähnchen - und Truthahnfett mit Haut, Trinkwasser, rote Paprikaflocken (8%), jodiertes Nitritpökelsalz (Kochsalz, Konservierungsstoff: Natriumnitrit; Kaliumiodat), Zucker, Gewürze, Dextrose, Stabilisator: Diphosphate; Maltodextrin, Gewürzextrakte, Antioxidationsmittel: Natriumascorbat.											100g	100g			240	kcal	20	g	6.3	g	2	g	0.5	g			13	g	2.5	g	1	g			240	kcal												en:poultry	en:fish-meat-eggs,en:meat,en:poultry	4	en:4-ultra-processed-food-and-drink-products	d	18	e	9		30789	-5	-10	1	0								App - yuka, Apps
29092215	de	Hähnchen Sülze										100g	45g	Kunststoff	en:plastic		gut drei Eichen	gut-drei-eichen		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut			Deutschland	en:germany			0										Hähnchenfleisch grob zerkleinert, gegart (50%), Trinkwasser, Branntweinessig, Kirschpaprika (9 %) (Zucker, Branntweinessig, Speisesalz, Antioxidationsmittel: Citronensaure, Ascorbinsäure; Stabilisator: Calciumchlorid), Speisegelatine (Rind), Zucker, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Dextrose, Gewürzextrakte (Pfeffer-, Lauch-, Zwiebel-, Koriander-, Majoran-, Knoblauchextrakt), Stabilisatoren: Triphosphate; Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit.								Sellerie, Senf	en:celery,en:mustard		serving	100g			44	kcal	0.9	g	0.3	g	2.3	g	2.3	g			6.8	g	0.9	g	0.36	g			44	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	c	5	unknown				-5	-10	1	0								
4003171061227	de	Roast Turkey										100 g		Kunststoff	en:plastic		Gutfried	gutfried		Fleisch, Zubereitetes Fleisch, Geflügel, Putenfleisch, Aufschnitt	en:meats,en:prepared-meats,en:poultries,en:turkeys,en:cut			Deutschland	en:germany			0										Putenfleisch, Speisesalz, Dextrose, Glukosesirup, Gewürze, Gewürzextrakte, Stabilisator: Triphosphate. Kann Spuren von Sellerie und Senf enthalten.								Sellerie, Senf	en:celery,en:mustard		100g	100g			119	kcal	3	g	0.9	g	1	g	1	g			22	g	2.2	g	0.88	g			119	kcal												en:poultry	en:fish-meat-eggs,en:meat,en:poultry	4	en:4-ultra-processed-food-and-drink-products	c	5	d	29		36300	-5	-10	1	0								App - yuka, Apps, App - Open Food Facts
4001956213649	de	Wiltmann Feinschmecker Salami										80 g		Kunststoff	en:plastic		Wiltmann	wiltmann		Fleisch, Zubereitetes Fleisch, Würstchen, Salami, Aufschnitt	en:meats,en:prepared-meats,en:cured-sausages,en:salami,en:cut			Deutschland	en:germany			0										Schweinefleisch, Rindfleisch, jodiertes Speisesalz (Speisesalz, Kaliumiodat), Traubenzucker, Gewürze, Gewürzextrakte, Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit; Reifekulturen, Buchenholzrauch. 100 g Salami, hergestellt aus 119 g Schweinefleisch und 21 g Rindfleisch.											100g	100g	1474	kJ	355	kcal	28.1	g	11	g	1	g	1	g			24.1	g	4.1	g	1.64	g			1474	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	e	24	d	21		30350	-5	-10	1	0								App - yuka, Apps
4311501612972	de	Delikatess Geflügel Paprika Lyoner										200 g		Kunststoff	en:plastic		Gut & Günstig,Edeka	gut-gunstig,edeka		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut			Deutschland	en:germany	Edeka	edeka	0								DE NI-11727 EC	de-ni-11727-ec	69 % Putenfleisch, 11,7% rote und grüne Paprika, Hähnchen - und Putenfett mit Haut, Wasser, Speisesalz, Gewürze, Stabilisator: Diphosphate; Antioxidationsmittel: Ascorbinsäure; Gewürzextrakte, Konservierungsstoff: Natriumnitrit								Sellerie, Senf, Schalenfrüchte	en:celery,en:mustard,en:nuts		100g	100g			233	kcal	20	g	7	g	1	g	0.9	g			12	g	2.3	g	0.92	g			233	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	d	18	unknown				-5	-10	1	0								App - yuka, Apps
4001956211812	de	Wiltmann Geflügel Salami							Salami			80 g		Kunststoff	en:plastic		Wiltmann	wiltmann		Fleisch, Zubereitetes Fleisch, Würstchen, Salami, Aufschnitt	en:meats,en:prepared-meats,en:cured-sausages,en:salami,en:cut			Deutschland	en:germany	sky	sky	0								DE EV 57 EC	de-ev-57-ec	Putenfleisch, Schweinespeck, Speisesalz, Traubenzucker, Gewürze, Gewürzextrakte, Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit; Kaliumiodat, Reifekulturen, Buchenholzrauch.											100g	100g	1306	kJ	314	kcal	24	g	11	g	1	g	1	g			23.1	g	4	g	1.6	g			1306	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	e	23	d	21		30350	-5	-10	1	0								App - yuka, Apps
8005153004754	de	Salami Milano										100g		Kunststoff	en:plastic		Montorsi	montorsi		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut	Glutenfrei, Laktosefrei	en:no-gluten,en:no-lactose	Deutschland	en:germany			0										Schweinefleisch, Salz, Dextrose, Gewürze und Kräuter; Antioxidationsmittel: Natriumascorbat; Konservierungsstoffe: Kaliumnitrat, Natriumnitrit.											100g	100g			357	kcal	29	g	11	g	0	g	0	g			24	g	3.8	g	1.52	g			357	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	e	24	unknown				-5	-10	1	0								App - yuka, Apps
4012371662509	de	Jagdwurst										150 g		Kunststoff	en:plastic		Eberswalder	eberswalder		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut			Deutschland	en:germany			0								DE BB-60687 EC	de-bb-60687-ec	Schweinefleisch (83%), Trinkwasser, Nitritpökelsalz (Kochsalz, Konservierungsstoff: Natriumnitrit), Gewürzextrakte (Chili, Pfeffer, Knoblauch). Maltodextrin, Gewürze (enthält Senfkörner), Stabilisator: Diphosphate, Antioxidationsmittel: Ascorbinsäure Kann Spuren von Sellerie und Käse (laktosefrei) enthalten. Gluten - und Laktosefrei. Unter Schutzatmosphäre						Senf	en:mustard	Sellerie, Gluten, Milch	en:celery,en:gluten,en:milk		100g	100g			270	kcal	24	g	9.4	g	0.5	g	0.5	g			13	g	2.1	g	0.84	g			270	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	e	21	unknown				-5	-10	1	0								
4337185456640	de	Delikatess Bierschinken												Kunststoff	en:plastic		K-Classic	k-classic		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut			Deutschland	en:germany			0																					100g	100g			176	kcal	12	g	4.1	g	0.8	g	0.7	g			16.3	g	2.25	g	0.9	g			176	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat			d	15	unknown				-5	-10	1	0								App - yuka, Apps
4311501444399	de	Delikatess Salami geräuchert										200g	100g	Kunststoff	en:plastic		Edeka, Gut&Günstig	edeka,gut-gunstig		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut			Deutschland	en:germany	Edeka	edeka	0										Schweinefleisch, Speisesalz, Glukose - sirup, Gewürze, Dextrose, Natrium - ascorbat, Natriumnitrit, Reifekulturen, Rauch								Sellerie, Senf	en:celery,en:mustard		100g	100g			306	kcal	25	g	10	g	1	g	0.9	g			19	g	3.8	g	1.52	g			306	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	e	22	unknown				-5	-10	1	0								App - yuka, Apps
4311596068647	de	Delicatessen Schinken Wurst										200g		Kunststoff, Andere Kunststoffe	en:plastic,en:other-plastics		Gut & Günstig, Gut & Günstig	gut-gunstig,gut-gunstig		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut			Deutschland	en:germany			0										84% Schweinefleisch, Wasser, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Dextrose Gewürze (enthält Senf), Glukosesirup, Stabilisator: Diphosphate3B Antioxidationsmittel: Ascorbinsäure, Natriumascorbat; Gewürz - extrakte, Säureregulator: Natriumacetate, Natriumcitrate3B Konservierungsstoff: Natriumnitrit.						Senf	en:mustard	Sellerie, Milch, Schalenfrüchte	en:celery,en:milk,en:nuts		100g	100g			272	kcal	24	g	10	g	1	g	0.3	g			13	g	2	g	0.8	g			272	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	e	20	unknown				-5	-10	1	0								App - yuka, Apps, App - Speisekammer
8004225047347	de	Prosciutto crudo 12 mesi							Rohschinken			100 g		Kunststoff, Andere Kunststoffe, Tablettverpackung	en:plastic,en:other-plastics,en:tray	1 07-O Kunststoff Schale zur Wiederverwertung	Casa Modena	casa-modena		Fleisch, Zubereitetes Fleisch, Schinken, Aufschnitt	en:meats,en:prepared-meats,en:hams,en:cut			Deutschland	en:germany			0								IT 848-L CE	it-848-l-ec	Schweinefleisch (EU), Speisesalz, Konservierungsstoff: Kaliumnitrat											100g	100g	994	kJ	238	kcal	14	g	4.7	g	0	g	0	g			28	g	6	g	2.4	g			994	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	d	16	unknown				-4	-10	1	0								App - yuka, Apps
4007638019776	de	Bio Paprikalyoner										70 g		Kunststoff, PET - Polyethylenterephtalat	en:plastic,en:pet-polyethylene-terephthalate		Altdorfer	altdorfer		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut	"Bio, EU-Öko-Verordnung, DE-ÖKO-060, EG-Öko-Verordnung, EU-Landwirtschaft, Naturland"	en:organic,en:eu-organic,en:de-oko-060,en:eg-oko-verordnung,en:eu-agriculture,en:naturland	Deutschland	en:germany	tegut...	tegut	0						Deutschland	deutschland	DE BY-21408 EC	de-by-21408-ec	77% Schweinefleisch*, Speck*, Trinkwasser, 4% Paprika*, Stensalz, Gewürze*, Sachharose*, Dextrose*, Stabilisator: Natriumcitrate, Antioxidationsmittel: Ascorbinsäure, Konservierungsstoff: Natriumnitrit.  *aus kontrolliert ökologischer Landwirtschaft.								Sellerie, Milch, Senf	en:celery,en:milk,en:mustard		100g	100g	1076	kJ	260	kcal	23	g	9.2	g	1	g	0.5	g			12	g	2	g	0.8	g			1076	kJ											https://www.altdorfer-biofleisch.de/aufschnitt.php	en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	e	20	unknown				-5	-8	0	15								App - yuka, Apps
4311501366547	de	Saucisson Sec	Edeka Saucisson Sec						Luftgetrocknete Salami gereift in der Region Aveyron			100 g		Kunststoff	en:plastic		Edeka	edeka		Fleisch, Zubereitetes Fleisch, Würstchen, fr:Saucissons secs, Salami, Aufschnitt	en:meats,en:prepared-meats,en:cured-sausages,fr:saucissons-secs,en:salami,en:cut			Deutschland	en:germany	Edeka	edeka	0																					100g	100g			410	kcal	32	g	11.5	g	2	g	0.4	g			28.1	g	4.3	g	1.72	g			410	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat			e	25	d	21		30350	-5	-10	1	0								App - yuka, Apps
4006639092689	de	Stockmeyer Napoli Style										80 g		Kunststoff, Kunststoffschale	en:plastic,de:kunststoffschale		Stockmeyer	stockmeyer		Fleisch, Zubereitetes Fleisch, Würstchen, Salami, Aufschnitt	en:meats,en:prepared-meats,en:cured-sausages,en:salami,en:cut			Deutschland	en:germany	NETTO	netto	0								DE EV 15 EG	de-ev-15-ec	95 % Salami (Schweinefleisch, Speisesalz, Traubenzucker, Gewürze (Enthält Senfkörner gemahlen), Aromen, Hefeextrakt, Antioxidationsmittel: Natriumascorbat, Ascorbinsäure; Farbstoff: Echtes Karmin; Konservierungsstoff: Natriumnitrit; Kaliumiodat, Reifekulturen, Rauch), 5 % Gewürz-Kräuter-Ummantelung (40 % Gewürz-Kräutermischung (Paprika, schwarzer Pfeffer, Rosmarin, Basilikum), Käse, Speisegelatine (Schwein)).						Milch, Senf	en:milk,en:mustard	Schalenfrüchte	en:nuts		100g	100g	1345	kj			26	g	11	g	1.3	g	0.8	g			21.2	g	4	g	1.6	g			1345	kj												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	e	24	d	21		30350	-5	-10	1	0								
4000246421634	de	Marten Geflügelsalami mit Käse										100 g	18g	Kunststoff	en:plastic		Marten	marten		Fleisch, Zubereitetes Fleisch, Würstchen, Schwein, Geflügel, Putenfleisch, Salami, Aufschnitt	en:meats,en:prepared-meats,en:cured-sausages,en:pork,en:poultries,en:turkeys,en:salami,en:cut			Deutschland	en:germany	NETTO	netto	0										Putenfleisch, Schweinefleisch, Speck, Speisesalz, Käse, Laktose, Dextrose, Gewürze, Antioxidationsmittel: Ascorbinsäure, Natriumascorbat, Extrakt aus Rosmarin; Aroma, Konservierungsstoff: Natriumnitrit; Reifekulturen, Edelschimmelkulturen.						Milch	en:milk				100g	100g	1469	kj			28	g	12	g	1	g	0.8	g			24	g	3.9	g	1.56	g			1469	kj												en:poultry	en:fish-meat-eggs,en:meat,en:poultry	4	en:4-ultra-processed-food-and-drink-products	e	24	d	21		30350	-5	-10	1	0								
