code	lc	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_hu	product_name_it	product_name_sl	generic_name_de	generic_name_en	generic_name_fr	quantity	serving_size	packaging	packaging_tags	packaging_text_de	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_de	origin_en	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_it	ingredients_text_sl	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	calcium_value	calcium_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
4063367233104	de	Kasseler										100g					K-Bio	k-bio		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut	"Bio, EU-Öko-Verordnung, DE-ÖKO-005, Nutriscore, Nutriscore D"	en:organic,en:eu-organic,en:de-oko-005,en:nutriscore,en:nutriscore-grade-d	Deutschland	en:germany			0								DE NI-11167 EC	de-ni-11167-ec												100g	100g	522	kJ	124	kcal	4	g	1.6	g	1	g	1	g			21	g	2.3	g	0.92	g			522	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	d	12	unknown		1		-5	-15	1	15								App - Speisekammer, Apps, App - Yuka
21266225	de	Veganer Aufschnitt Typ Lyoner mit Paprika										80 g					Penny,Food for Future	penny,food-for-future		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte	en:plant-based-foods-and-beverages,en:plant-based-foods,en:meat-alternatives,en:meat-analogues	Vegetarisch, Vegan, Nutriscore, Nutriscore C	en:vegetarian,en:vegan,en:nutriscore,en:nutriscore-grade-c	Deutschland	en:germany			0										Wasser, Rapsöl, Paprika 10%, Verdickungsmittel (Carrageen, Konjak), Erbsenprotein 3%, modifizierte Stärke, jodiertes Speisesalz (Speisesalz, Kalium - jodat), natürliche Aromen (enthalten Senf), Ackerbohnenprotein 1%, Dextrose, Stärke, Gewürze, Säureregulator (Natriumacetate), Leinmehl, Zwiebeln, Zucker, Gewürzextrakte, Kräuter, färbende Lebensmittel (Paprikasaftkonzentrat, Rote - Bete-Saftkonzentrat). Kann Spuren von Sellerie enthalten.						Senf	en:mustard	Sellerie	en:celery		100g	100g			180	kcal	14.8	g	1.1	g	6	g	2.7	g			4.5	g	2.5	g	1	g			180	kcal														4	en:4-ultra-processed-food-and-drink-products	d	13	unknown		1		-5	-15	1	0								App - Waistline, Apps, App - Yuka
21273469	de	Veganer Aufschnitt Typ Lyoner Mit Brokkoli										80 g					Penny,Food for Future	penny,food-for-future		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte	en:plant-based-foods-and-beverages,en:plant-based-foods,en:meat-alternatives,en:meat-analogues	Vegetarisch, Vegan, Nutriscore, Nutriscore C	en:vegetarian,en:vegan,en:nutriscore,en:nutriscore-grade-c	Deutschland	en:germany			0										Wasser, Rapsöl, Brokkoli 10%, Verdickungsmittel (Carrageen, Konjak), Erbsenprotein 3%, modifizierte Stärke, jodiertes Speisesalz (Speisesalz, Kalium - jodat), natürliche Aromen (enthalten Senf), Ackerbohnenprotein 1%, Dextrose, Stärke, Gewürze, Säureregulator (Natriumacetate), Leinmehl, Zwiebeln, Zucker, Gewürzextrakte, Kräuter, färbende Lebensmittel (Paprikasaftkonzentrat, Rote - Bete-Saftkonzentrat). Kann Spuren von Sellerie enthalten.						Senf	en:mustard	Sellerie	en:celery		100g	100g			183	kcal	14.4	g	1.1	g	6.6	g	3	g			4.7	g	2.4	g	0.96	g			183	kcal														4	en:4-ultra-processed-food-and-drink-products	d	13	unknown		1		-5	-15	1	0								App - Yuka, Apps
21269516	de	Veganer Aufschnitt Typ Lyoner Klassik										80 g (8 x 10 g)	10g	Papier, en:Etikett, en:Folie, en:Kunststoff, en:Tablettverpackung	en:paper,en:etikett,en:folie,en:kunststoff,en:tablettverpackung		Penny,Food for Future	penny,food-for-future		en:Meat alternatives, Fleisch-Ersatzprodukte	en:meat-alternatives,en:meat-analogues	Vegetarisch, Vegan, CO2-neutral, Nutriscore, Nutriscore C, en:100% pflanzlich, en:Europäische Vegetarier-Union Vegan, en:Vegetarisch	en:vegetarian,en:vegan,en:carbon-compensated-product,en:nutriscore,en:nutriscore-grade-c,en:100-pflanzlich,en:europaische-vegetarier-union-vegan,en:vegetarisch	Deutschland	en:germany			0										Wasser, Rapsöl, Verdickungsmittel (Carrageen, Konjak), Erbsenpro - tein 3%, modifizierte Stärke, jodiertes Speisesalz (Speisesalz, Kaliumjodat), natürliche Aromen (enthalten Senf), Ackerbohnenprotein 1%, Dextrose, Stärke, Gewürze, Säureregulator (Natriumacetate), Leinmehl, Zwiebeln, Zucker, Gewürz - extrakte, Kräuter, färbende Lebensmittel (Paprikasaftkonzentrat, Rote-Bete - Saftkonzentrat), Buchenholzrauch. Kann Spuren von Sellerie enthalten.						Senf	en:mustard	Sellerie	en:celery		100g	100g	835	kJ	202	kcal	16.5	g	1.5	g	6.8	g	2.7	g			4.5	g	2.6	g	1.04	g			835	kJ														4	en:4-ultra-processed-food-and-drink-products	d	13	unknown				-5	-12	1	0								App - Yuka, Apps
4056489470762	de	Veganer Aufschnitt nach Schinkenwurst-Art mit Champignons	Vegan Cold Cuts Ham Sausage-Style With Mushrooms							Vegan ham		80 g		Kunststoff	en:plastic		Vemondo,Lidl	vemondo,lidl		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte	en:plant-based-foods-and-beverages,en:plant-based-foods,en:meat-alternatives,en:meat-analogues	Vegetarisch, Vegan, Europäische Vegetarier-Union, Europäische Vegetarier-Union Vegan	en:vegetarian,en:vegan,en:european-vegetarian-union,en:european-vegetarian-union-vegan	Kroatien, Deutschland, Slowakei	en:croatia,en:germany,en:slovakia	Lidl	lidl	0					Germany.						water, rapeseed oil 10%, reduced fat sunflower flour 9.4%, mushrooms 8%, thickener: processed euchema seaweed, carob seed flour, xanthan gum, konjac gum (contains : sulfites); spice extracts (onion, garlic, nutmeg, black pepper), salt, acidity regulators: sodium acetate, lactic acid, citric acid; natural flavourings, dextrose, spices, flavouring, antioxidant: ascorbic acid, colour: iron oxides and hydroxides					Schwefeldioxid und Sulfite	en:sulphur-dioxide-and-sulphites	Sellerie, Gluten, Senf	en:celery,en:gluten,en:mustard		100g	100g	563	kJ	136	kcal	10.5	g	0.8	g	2.4	g	0.8	g	6.3	g	4.9	g	1.7	g	0.68	g			563	kJ															unknown	b	0	unknown		1		-5	-15	1	0								App - yuka, Apps
4056489470731	de	Veganer Aufschnitt	Vegan Cold Cuts Ham Sausage-Style							Vegan ham		80 g		Kunststoff	en:plastic		Vemondo	vemondo		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte	en:plant-based-foods-and-beverages,en:plant-based-foods,en:meat-alternatives,en:meat-analogues	Vegetarisch, Vegan	en:vegetarian,en:vegan	Kroatien, Deutschland, Slowakei	en:croatia,en:germany,en:slovakia	Lidl	lidl	0											water, rapeseed oil 9.7%, reduced fat sunflower flour 8.9%, thickener: processed euchema seaweed, carob seed flour, xanthan gum, konjac gum (contains : sulfites); spice extracts (onion, garlic, nutmeg, black pepper), salt, acidity regulators: sodium acetate, lactic acid; natural flavourings, dextrose, spices, flavouring, colour: iron oxides and hydroxides					Schwefeldioxid und Sulfite	en:sulphur-dioxide-and-sulphites	Sellerie, Gluten, Senf	en:celery,en:gluten,en:mustard		100g	100g	549	kJ	133	kcal	10.6	g	0.8	g	1.2	g	0.6	g	6.9	g	4.8	g	1.6	g	0.64	g			549	kJ															unknown	b	1	unknown		1		-5	-15	1	0								App - yuka, Apps
4021851828236	de	Vegetarischer Aufschnitt Lyoner Art										80g					Dennree	dennree		Fleisch, Zubereitetes Fleisch, Würste, en:Meat alternatives, Fleisch-Ersatzprodukte, Vegetarische Würste	en:meats,en:prepared-meats,en:sausages,en:meat-alternatives,en:meat-analogues,en:vegetarian-sausages	"Bio, Vegetarisch, EU-Öko-Verordnung, BE-BIO-01, Eu-bio"	en:organic,en:vegetarian,en:eu-organic,en:be-bio-01,de:eu-bio	Deutschland	en:germany			0										"Wasser, Rapsöl* (18%), Weizenstärke* (12%), Hühnerei-Eiweißpulver* (6%), Gewürze* (Zwiebelpulver*, weißer Pfeffer*, Kardamom*, Macis*, Selleriepulver*, Ingwer*, Thymian*), Maltodextrin*, Essig*, färbende Lebensmittel: Tomatensaftkonzentrat*, Rote Bete-Saftkonzentrat*; Meersalz, Sonnenblumenöl*, Stabilisator: Guarkernmehl*       *aus kontrolliert biologischer Landwirtschaft 100 q enthalten durchschnittlich g"						Eier, Gluten	en:eggs,en:gluten			null	100g	100g	862	kj	207	kcal	14	g	1	g	14	g	0.5	g			5.1	g	2	g	0.8	g			862	kj												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	c	7	unknown		1		-5	-15	1	15								App - yuka, Apps, App - smoothie-openfoodfacts
4316268660600	de	Prosciutto Cotto										200 g		en:Folie, en:Kunststoff, en:Schale	en:folie,en:kunststoff,en:schale	"1 Kunststoff Folie zur Wiederverwertung,
1 Kunststoff Schale zur Wiederverwertung"	Hofmaier	hofmaier		Fleisch, Zubereitetes Fleisch, Schinken, Aufschnitt	en:meats,en:prepared-meats,en:hams,en:cut	Haltungsform, Haltungsform 2 StallhaltungPlus, Hergestellt in Deutschland, Nutriscore, Nutriscore C	de:haltungsform,de:haltungsform-2-stallhaltungplus,en:made-in-germany,en:nutriscore,en:nutriscore-grade-c	Deutschland	en:germany	Netto Marken-Discount	netto-marken-discount	0								DE EV-42 EG	de-ev-42-ec	Schweinefleisch, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Dextrose, Stabilisator: Diphosphate; Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit											100g	100g	464	kJ	110	kcal	3	g	1	g	1	g	1	g			19.5	g	1.9	g	0.76	g			464	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	c	4	unknown				-5	-11	1	0								App - Yuka, Apps
4311501752739	de	Veganer Aufschnitt															Edeka	edeka						Deutschland	en:germany			0																					100g	100g			216	kcal	19	g	1.1	g	5.5	g	3.5	g			5	g	2.1	g	0.84	g			216	kcal															unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
4311501405932	de	Tomate Mozzarella Sandwitch										180 g	180g	Kunststoff, Pappe	en:plastic,en:cardboard		Gut & Günstig	gut-gunstig		Sandwiches, Sandwiche belegt mit Aufschnitt, Käse-Sandwiches	en:sandwiches,en:sandwiches-filled-with-cold-cuts,en:cheese-sandwiches			Deutschland	en:germany	EDEKA	edeka	0										41% Weizenbrot (_Weizen_mehl, Wasser, _Weizen_sauerteig [Wasser, _Weizen_mehl], Hefe, Rapsöl, Invertzuckersirup, Speisesalz, Säureregulator: Natriumacetate; Weizen_malzmehl), 19% Tomaten-Basilikum-Zubereitung (85% Tomaten, Olivenöl, Zwiebeln, Weinessig, 2% Basilikum, Speisesalz, Gewürze, Verdickungsmittel: Xanthan; Säureregulator: Natriumacetate; Antioxidationsmittel: Ascorbinsäure), 17% Salatmayonnaise (Rapsöl, Wasser, Hühner_ei_eigelb, Zucker, Stärke, Branntweinessig, _Senf_ [Wasser, _Senf_saaten, Branntweinessig, Speisesalz, Zucker, Gewürze], Speisesalz, Verdickungsmittel: Guarkernmehl; Gewürze), 12% _Mozzarella_ schnittfest, 11% Tomaten.						Eier, Gluten, Milch, Senf	en:eggs,en:gluten,en:milk,en:mustard	Sellerie, Fisch, Lupinen, Sesam, Soja	en:celery,en:fish,en:lupin,en:sesame-seeds,en:soybeans		100g	100g	1019	kJ	244	kcal	14.1	g	3.2	g	21.5	g	2.4	g			6.6	g	1.1	g	0.44	g			1019	kJ												en:sandwiches	en:composite-foods,en:sandwiches	4	en:4-ultra-processed-food-and-drink-products	b	1	c	52		25518	-5	-11	1	0								App - Open Food Facts, Apps
4388840214259	de	Delikates Krustenbraten										100g	20g	Kunststoff	en:plastic		ja!,Rewe	ja,rewe		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut			Deutschland	en:germany	Rewe	rewe	0								DE HE-10441 EC	de-he-10441-ec	Schweinefieisch, jodiertes Speisesalz (Speisesalz, Kalliumjodat) Konservierungsstoff Natriumnitrit Stabilisator Diphosphate, Dextrose, Glukosesirup, Antioxidationsmittel Natriumascorbat, Gewürze, Gewürzextrakte	pork fieic, iodized table salt (table salt, kallium iodate) preservative sodium nitrite stabilizer diphosphates, dextrose, glucose syrup, antioxidant sodium ascorbate, spices, spice extracts										100g	100g	723	kJ	173	kcal	10	g	4	g	5	g	5	g			20	g	2	g	0.8	g			723	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	d	14	unknown				-5	-10	1	0								App - yuka, Apps, App - Speisekammer, App - InFood
20830274	de	Krustenbraten										80g		Kunststoff, 07	en:plastic,de:07		Lidl Metzgerfrisch	lidl-metzgerfrisch		Fleisch, Zubereitetes Fleisch, Schwein, Aufschnitt	en:meats,en:prepared-meats,en:pork,en:cut	Fleisch, Lebensmittel, Schneiden, Schweinefleisch, Zubereitetes Fleisch	de:fleisch,de:lebensmittel,de:schneiden,de:schweinefleisch,de:zubereitetes-fleisch	Deutschland	en:germany	Lidl	lidl	0								DE EV 110 EG	de-ev-110-ec	Salz,Traubenzucker,E301,E250,E262,E917,E451,E326,Schweinefleisch,Glucosesirup								Sellerie, Senf	en:celery,en:mustard		100g	100g	571	kJ	136	kcal	6	g	2.1	g	0.5	g	0.5	g			20	g	1.9	g	0.76	g			571	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	d	11	unknown				-5	-10	1	0								App - yuka, Apps, App - Speisekammer
4311501713020	en		Käse Aufschnitt										22g				Edeka	edeka		Dairies, Fermented foods, Fermented milk products, Cheeses	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses			Germany	en:germany			0																					100g	100g			274	kcal	17	g	11.6	g	0	g	0	g			30.2	g	1.6	g	0.64	g			274	kcal												en:cheese	en:milk-and-dairy-products,en:cheese		unknown	d	15	d	34	1	12001	-5	-15	1	0								App - waistline, Apps, App - Yuka
4045851055805	de	Salami Originale mit Salat, Gurke und Salatmayonnaise										150 g	150g	Kunststoff, Papier	en:plastic,en:paper		natsu	natsu		Sandwiches, Sandwiche belegt mit Aufschnitt	en:sandwiches,en:sandwiches-filled-with-cold-cuts	FSC, FSC Mix, Nutriscore, Nutriscore B	en:fsc,en:fsc-mix,en:nutriscore,en:nutriscore-grade-b	Deutschland	en:germany	REWE to go	rewe-to-go	0						Neuss	neuss			46 % Weizenbrot mit getrockneten Tomatenstücken (_WEIZENMEHL_, Wasser, 3,5 % getrocknete Tomatenstücke, Hefe, Räpsol, jodiertes Speisesalz [Speisesalz, Kaliumjodat, Trennmittel: Natriumferrocyanid], _WEIZENGLUTEN_, Paprikapulver, Oregano, Basilikum, Rosmarin, Speisesalz), 16 % Salami Spianata Romana (Schweinefleisch, Speisesalz, Gewürze, natürliches Aroma, Fructose, Dextrose, Antioxidationsmittel: Natriumascorbat, Konservierungsstoffe: Natriumnitrit, Kaliumnitrat), 11 % Zubereitung mit Tomatenmark (34% Tomatenmark, Wasser, eingelegte Gurken [Gurken, Branntweinessig, Speisesalz], Zucker, Zwiebeln, Branntweinessig, Speisesalz, Paprikapüree, Blumenkohl, getrocknete Zwiebeln, Gewürze [_SENFMEHL_, _SENFSAAT_], Speisesalz), 11% Salatmayonnaise mit schwarzem Pfeffer (50 % Rapsöl, Wasser, _EIGELB_, Zucker, Branntweinessig, Maisstärke, Senf [Wasser, _SENFSAATEN_, Branntweinessig, Speisesalz, Zucker, Gewürze], 1,5 % schwarzer Pfeffer, Speisesalz, Verdickungsmittel: Guarkernmehl, Gewürze), 9 % Endivie, 7 % Salatgurke						Eier, Gluten, Senf	en:eggs,en:gluten,en:mustard	Sellerie, Fisch, Milch, Sesam, Soja	en:celery,en:fish,en:milk,en:sesame-seeds,en:soybeans		100g	100g	1003	kJ	239	kcal	11	g	1.9	g	27	g	4	g	2	g	8.2	g	1.5	g	0.6	g			1003	kJ												en:sandwiches	en:composite-foods,en:sandwiches	4	en:4-ultra-processed-food-and-drink-products	b	1	unknown				-5	-11	1	0								App - yuka, Apps, App - Open Food Facts
4021851175729	de	Veganer Aufschnitt (Kräutet)										90 g					Dennree	dennree		Veganer Aufschnitt	de:veganer-aufschnitt	"Bio, EG-Öko-Verordnung"	en:organic,en:eg-oko-verordnung	Deutschland	en:germany			0																				null	100g	100g			226	kcal	4.4	g	0.8	g	15	g	4.4	g			30	g	2.1	g	0.84	g			226	kcal															unknown	d	11	unknown		1		-5	-15	1	0								App - yuka, Apps, App - smoothie-openfoodfacts
4311501636695	de	Hähnchenbrust			Hähnchenbrust							80g	5g	Kunststoff	en:plastic		Gut und günstig, Gut & Günstig	gut-und-gunstig,gut-gunstig		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut	Ausgewiesene Herkunftsbezeichnung	en:designated-origin-denomination	Frankreich, Deutschland	en:france,en:germany			0								DE EV-15 EC	de-ev-15-ec	97% Hähnchenbrust, Speisesalz, Glukosesirup, Gewürze, 0,6% Jalapeñoflocken, Gewürzextrakte, Stabilisator: Triphosphate; Zucker, Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit								Milch, Senf, Schalenfrüchte	en:milk,en:mustard,en:nuts		100g	100g			104	kcal	1.5	g	0.5	g	1	g	0.7	g			21.5	g	2.5	g	1	g			104	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	d	11	unknown				-5	-10	1	0								App - yuka, Apps, App - Open Food Facts, App - Speisekammer
4063367224591	de	Sächsischer Leberkäse Aufschnitt										200g					Kaufland	kaufland		Fleisch, Fleischzubereitungen, Fleischkäse	en:meats,en:meat-preparations,de:fleischkäse	Nutriscore, Nutriscore D	en:nutriscore,en:nutriscore-grade-d	Deutschland	en:germany	Kaufland	kaufland	0								DE BW-01115 EC	de-bw-01115-ec												100g	100g			242	kcal	20	g	8.6	g	1.7	g	1.5	g			13.5	g	1.85	g	0.74	g			242	kcal												en:meat-other-than-poultry	en:fish-meat-eggs,en:meat,en:meat-other-than-poultry		unknown	e	19	unknown		1		-5	-15	1	0								App - Open Food Facts, App - Speisekammer, Apps
05277469	de	Veganer Aufschnitt Typ Lyoner mit Brokkoli															Penny	penny						Deutschland	en:germany			0																					100g	100g			183	kcal	14.4	g	1.1	g	6.5	g	3	g			4.7	g							183	kcal															unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
20668518	fr	Norwegischer Räucherlachs			Saumon fumé de Norvège							200g		Plastique, Autres plastiques	en:plastic,en:other-plastics		Nautica	nautica		Viandes, Produits de la mer, Poissons, Charcuteries, Saumons, Poissons fumés, Saumons fumés, en:Cut	en:meats,en:seafood,en:fishes,en:prepared-meats,en:salmons,en:smoked-fishes,en:smoked-salmons,en:cut	Aquaculture responsable, Aquaculture responsable ASC	en:responsible-aquaculture,en:responsible-aquaculture-asc	Belgique, France, Allemagne, Espagne, Suisse	en:belgium,en:france,en:germany,en:spain,en:switzerland	Lidl	lidl	0		de:Norvège	de:norvège					PL 22081810 WE,ASC-C-00026,ASC-C-00772	pl-22081810-ec,asc-c-00026,asc-c-00772	Lachs 97%, Speisesalz, Säureregulator (Natriumlactat), Buchenholzrauch	salmon, salt, beech wood smoke		97% saumon (poisson), sel, fumée de bois de hêtre.			Poisson	en:fish				100g	100g	703	kJ	178	kcal	10.7	g	1.5	g	0	g	0	g	0	g	20.4	g	2.9	g	1.16	g			703	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat	3	en:3-processed-foods	d	13	e	19		26037	-5	-10	1	10								App - elcoco, App - yuka, Apps, App - El CoCo, App - InFood, App - Speisekammer
4337185817687	de	Walnuss Salami										80g	80g	Kunststoff	en:plastic		K-Classic, Kaufland	k-classic,kaufland		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut			Deutschland	en:germany			0																					100g	100g			339	kcal	28	g	9.8	g	0.5	g	0.5	g			21.2	g	3.5	g	1.4	g			339	kcal												en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	e	23	unknown				-5	-10	1	0								App - yuka, Apps
4063367307218	de	Veganer Aufschnitt auf Rapsol, Erbsen un Ackerbohnenprotein															Kaufland	kaufland		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, en:Meat alternatives, Fleisch-Ersatzprodukte	en:plant-based-foods-and-beverages,en:plant-based-foods,en:meat-alternatives,en:meat-analogues	Vegetarisch, Vegan, Nutriscore, Nutriscore C	en:vegetarian,en:vegan,en:nutriscore,en:nutriscore-grade-c	Deutschland	en:germany			0																					100g	100g			180	kcal	14.5	g	1.1	g	6	g	2.7	g	3.8	g	4.5	g	2.5	g	1	g			180	kcal															unknown	c	9	unknown		1		-5	-15	1	0								App - Yuka, Apps
4063367307355	de	Veganer Aufschnitt mit Broccoli										125 g		Kunststoff, Papier, Folie, Etikett, Tablettverpackung	en:plastic,en:paper,en:film,en:label,en:tray		K-take it veggie,Kaufland	k-take-it-veggie,kaufland		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fleisch, Zubereitetes Fleisch, en:Meat alternatives, Fleisch-Ersatzprodukte, Vegetarische Würste, Aufschnitt, Vegetaische Fleische	en:plant-based-foods-and-beverages,en:plant-based-foods,en:meats,en:prepared-meats,en:meat-alternatives,en:meat-analogues,en:vegetarian-sausages,en:cut,en:vegetarian-vienna-sausages	Vegetarisch, Vegan, CO2-neutral, Europäische Vegetarier-Union, Europäische Vegetarier-Union Vegan, Nutriscore, Nutriscore C	en:vegetarian,en:vegan,en:carbon-compensated-product,en:european-vegetarian-union,en:european-vegetarian-union-vegan,en:nutriscore,en:nutriscore-grade-c	Deutschland	en:germany	Kaufland	kaufland	0																					100g	100g	758	kJ	183	kcal	14.4	g	1.1	g	6.5	g	3	g	4.3	g	4.7	g	2.4	g	0.96	g			758	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	9	unknown				-5	-11	1	0								App - Yuka, Apps
4063367307164	de	Veganer Aufschnitt geräuchert										125 g	125 g, 1 packung	Kunststoff, Papier, Folie, Etikett, Tablettverpackung	en:plastic,en:paper,en:film,en:label,en:tray		K-take it veggie,Kaufland	k-take-it-veggie,kaufland		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fleisch, Zubereitetes Fleisch, en:Meat alternatives, Fleisch-Ersatzprodukte, Aufschnitt	en:plant-based-foods-and-beverages,en:plant-based-foods,en:meats,en:prepared-meats,en:meat-alternatives,en:meat-analogues,en:cut	Vegetarisch, Vegan, CO2-neutral, Europäische Vegetarier-Union, Europäische Vegetarier-Union Vegan, Nutriscore, Nutriscore C	en:vegetarian,en:vegan,en:carbon-compensated-product,en:european-vegetarian-union,en:european-vegetarian-union-vegan,en:nutriscore,en:nutriscore-grade-c	Deutschland	en:germany	Kaufland	kaufland	0																					100g	100g	835	kJ	202	kcal	16.5	g	1.5	g	6.8	g	2.7	g	4	g	4.5	g	2.6	g	1.04	g			835	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat		unknown	c	9	unknown				-5	-11	1	0								App - Yuka, Apps
4056489262176	de	Traditions-Lyoner Paprika										125g		Kunststoff, LDPE/PET/EVOH, PET/LDPE	en:plastic,de:ldpe-pet-evoh,de:pet-ldpe		Metzgerfrisch	metzgerfrisch		Fleisch, Zubereitetes Fleisch, Würste, Aufschnitt, Wurstaufschnitt	en:meats,en:prepared-meats,en:sausages,en:cut,de:wurstaufschnitt	Haltungsform, Haltungsform 2 StallhaltungPlus	de:haltungsform,de:haltungsform-2-stallhaltungplus	Deutschland	en:germany	Lidl	lidl	0								DE RP-03001 EC	de-rp-03001-ec	"74% Schweinefleisch, 16 % Paprika (rot, grün), Trinkwasser, Nitritpökelsalz (Speisesalz, Konservierungsstoff: Natriumnitrit), Gewürze (Knoblauch, Zwiebel), Dextrose, Gewürzextrakte, Branntweinessig, Stabilisator: Diphosphate; Antioxidationsmittel: Ascorbinsäure. 

Dieses Produkt ist laktosefrei und von Natur aus glutenfrei."											100g	100g	1037	kJ	250	kcal	22	g	10	g	2	g	1	g			11	g	1.7	g	0.68	g			1037	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	e	19	unknown				-5	-8	0	0								App - yuka, Apps, App - Speisekammer, App - Open Food Facts
4061458015011	de	Hähnchen-Lyoner mit Kirschpaprika										140g	28g	Kunststoff	en:plastic		Güldenhof,Böklunder	guldenhof,boklunder		Fleisch, Zubereitetes Fleisch, Aufschnitt	en:meats,en:prepared-meats,en:cut	QS-Prüfzeichen, ATC	en:qs-certification-mark,de:atc	Deutschland	en:germany	Aldi-Süd	aldi-sud	0								DE NW-20060 EC	de-nw-20060-ec	Hähnchenfleisch¹ (80 %), Hähnchenfett mit Haut¹, Trinkwasser, Kirschpaprika (Kirschpaprika, Trinkwasser, Branntweinessig, Zucker, Speisesalz) (5 %), jodiertes Speisesalz (Speisesalz, Kaliumjodat), Gewürze (Pastinake, Zwiebel, Knoblauch, Petersilie, Liebstöckel, Ingwer), Gewürzextrakte (Chili, Muskat, Koriander, Pfeffer, Kurkuma, Zitronen), Stabilisator: Diphosphate; Antioxidationsmittel: Ascorbinsäure; Konservierungsstoff: Natriumnitrit.								Sellerie, Senf	en:celery,en:mustard		100g	100g	987	kJ	238	kcal	20	g	6	g	0.5	g	0.5	g			14	g	2	g	0.8	g			987	kJ												en:processed-meat	en:fish-meat-eggs,en:processed-meat	4	en:4-ultra-processed-food-and-drink-products	d	15	unknown				-5	-10	1	0								App - yuka, Apps, App - Open Food Facts
